frame,node_id,x,y,z
1,23,0.5132973790168762,0.5404879450798035,0.0241322573274374
1,24,0.3675476610660553,0.5398903489112854,-0.024467041715979576
1,25,0.5238401293754578,0.7106313109397888,0.004791696090251207
1,26,0.31380942463874817,0.7080007791519165,-0.04475431889295578
1,27,0.5221483111381531,0.8676209449768066,0.13758738338947296
1,28,0.2784857451915741,0.8630810976028442,0.13457094132900238
2,23,0.5100544691085815,0.5398577451705933,0.01838928647339344
2,24,0.3640671670436859,0.539720892906189,-0.018794525414705276
2,25,0.5196923613548279,0.709527850151062,-0.008528699167072773
2,26,0.3117506504058838,0.7076507806777954,-0.05075656622648239
2,27,0.5174887180328369,0.8669329881668091,0.10853515565395355
2,28,0.27571719884872437,0.8628360033035278,0.1164422482252121
3,23,0.5092882513999939,0.5395520329475403,0.01886119320988655
3,24,0.36008360981941223,0.539782702922821,-0.019442884251475334
3,25,0.5158829092979431,0.7095739245414734,0.002070418791845441
3,26,0.30979758501052856,0.7086828351020813,-0.04130111262202263
3,27,0.5140750408172607,0.8664386868476868,0.16353441774845123
3,28,0.27543866634368896,0.8624407052993774,0.15542426705360413
4,23,0.5060986876487732,0.5393661260604858,0.02091280370950699
4,24,0.3560487926006317,0.5398340821266174,-0.02143719419836998
4,25,0.5134756565093994,0.7099045515060425,0.02487524040043354
4,26,0.3085305094718933,0.7099515199661255,-0.020765049383044243
4,27,0.5109671950340271,0.8660719990730286,0.1807488054037094
4,28,0.27631476521492004,0.8620012402534485,0.1870783269405365
5,23,0.5027244091033936,0.5394725799560547,0.02223658375442028
5,24,0.35339799523353577,0.5398696064949036,-0.022738220170140266
5,25,0.5122048854827881,0.7111126780509949,0.03303474187850952
5,26,0.3080323040485382,0.7126368880271912,-0.013866870664060116
5,27,0.5110471248626709,0.8657854795455933,0.20634932816028595
5,28,0.27655696868896484,0.8620367050170898,0.21289236843585968
6,23,0.5018123984336853,0.5395077466964722,0.022906843572854996
6,24,0.3530411124229431,0.5399116277694702,-0.023532327264547348
6,25,0.5125372409820557,0.7116976976394653,0.02896929532289505
6,26,0.30836227536201477,0.713871419429779,-0.012897808104753494
6,27,0.5107836127281189,0.8657741546630859,0.2023504227399826
6,28,0.2768104076385498,0.8621554374694824,0.24489034712314606
