frame,node_id,x,y,z
1,23,0.6415209174156189,0.5305107831954956,-0.01047599222511053
1,24,0.554891049861908,0.5291040539741516,0.010708440095186234
1,25,0.6238791346549988,0.6976250410079956,-0.07598627358675003
1,26,0.5604876279830933,0.6964894533157349,-0.03721687197685242
1,27,0.6116914749145508,0.838283121585846,0.28836122155189514
1,28,0.5692616701126099,0.8373462557792664,0.31195759773254395
2,23,0.638733983039856,0.5306574106216431,-0.010632582008838654
2,24,0.5520408749580383,0.5292586088180542,0.010856926441192627
2,25,0.6225308775901794,0.6979211568832397,-0.0767938643693924
2,26,0.557837188243866,0.6971123814582825,-0.03701043128967285
2,27,0.6116963028907776,0.8385157585144043,0.28994783759117126
2,28,0.5692586302757263,0.8374089002609253,0.31887945532798767
3,23,0.6364701390266418,0.5307647585868835,-0.012619457207620144
3,24,0.5492815971374512,0.5293431878089905,0.012859080918133259
3,25,0.6219419836997986,0.6981229186058044,-0.08034227788448334
3,26,0.5555031895637512,0.6977691054344177,-0.03429441154003143
3,27,0.6117194890975952,0.8385210037231445,0.29063674807548523
3,28,0.5694484114646912,0.8374293446540833,0.32300513982772827
4,23,0.6337148547172546,0.5308427214622498,-0.015468835830688477
4,24,0.5464387536048889,0.5294052958488464,0.01570715196430683
4,25,0.6208233833312988,0.6981526017189026,-0.08317015320062637
4,26,0.5533227920532227,0.6986693143844604,-0.030385933816432953
4,27,0.6117260456085205,0.8383859395980835,0.2914397716522217
4,28,0.5694497227668762,0.8374634385108948,0.3273206949234009
5,23,0.6316279768943787,0.5308466553688049,-0.016095224767923355
5,24,0.5437877178192139,0.5295711755752563,0.016338177025318146
5,25,0.6201609373092651,0.6979292035102844,-0.08144646883010864
5,26,0.5515180230140686,0.699127733707428,-0.02797739952802658
5,27,0.6118888854980469,0.8380034565925598,0.292603075504303
5,28,0.5694547891616821,0.8374963998794556,0.32694563269615173
6,23,0.6299381852149963,0.5309208035469055,-0.018530605360865593
6,24,0.5414355397224426,0.5306687355041504,0.018800251185894012
6,25,0.6188982725143433,0.6980377435684204,-0.08031972497701645
6,26,0.5496417880058289,0.7004988789558411,-0.023354222998023033
6,27,0.6121438145637512,0.8367905616760254,0.2994724214076996
6,28,0.5695137977600098,0.8375211358070374,0.3320569694042206
7,23,0.6293897032737732,0.530903160572052,-0.018603913486003876
7,24,0.5409383773803711,0.5308548808097839,0.018868176266551018
7,25,0.6177314519882202,0.6979597210884094,-0.0831911712884903
7,26,0.547270655632019,0.7008255124092102,-0.0267588272690773
7,27,0.612810492515564,0.8364949822425842,0.29621219635009766
7,28,0.5697705149650574,0.8374807238578796,0.32423481345176697
8,23,0.6283600926399231,0.5309036374092102,-0.021550344303250313
8,24,0.5396885275840759,0.5313464403152466,0.021821413189172745
8,25,0.6169402003288269,0.6978431940078735,-0.09441268444061279
8,26,0.5469303727149963,0.7012434005737305,-0.027684245258569717
8,27,0.6129182577133179,0.8361748456954956,0.28851667046546936
8,28,0.5702547430992126,0.8374612331390381,0.3214513063430786
9,23,0.6275047063827515,0.5298945903778076,-0.02365023083984852
9,24,0.5391353368759155,0.5314832925796509,0.0239182710647583
9,25,0.6166519522666931,0.6953700184822083,-0.09732768684625626
9,26,0.546923816204071,0.701215386390686,-0.022537536919116974
9,27,0.6134780645370483,0.8361875414848328,0.25177714228630066
9,28,0.5715479850769043,0.8371300101280212,0.3132255971431732
10,23,0.6262152194976807,0.5293169617652893,-0.02553545869886875
10,24,0.5380775928497314,0.5316988229751587,0.02581832930445671
10,25,0.6159459948539734,0.6926512122154236,-0.09600953757762909
10,26,0.5471063852310181,0.7015292644500732,-0.02026660554111004
10,27,0.6137403845787048,0.8361534476280212,0.23852258920669556
10,28,0.5722294449806213,0.8371250629425049,0.29857125878334045
11,23,0.6250967979431152,0.5290845632553101,-0.029490459710359573
11,24,0.5371296405792236,0.532124400138855,0.029794875532388687
11,25,0.6152550578117371,0.6908887624740601,-0.09405334293842316
11,26,0.5468268990516663,0.7018268704414368,-0.011141464114189148
11,27,0.6144211888313293,0.836225152015686,0.21757884323596954
11,28,0.5727366805076599,0.8372519016265869,0.28751179575920105
12,23,0.6242039799690247,0.5288225412368774,-0.030859073624014854
12,24,0.5364157557487488,0.532646656036377,0.031139280647039413
12,25,0.6149974465370178,0.689163088798523,-0.09396537393331528
12,26,0.5468829274177551,0.7023758888244629,-0.0034171382430940866
12,27,0.6165235042572021,0.8362337350845337,0.21160240471363068
12,28,0.5730946660041809,0.837580680847168,0.2828834354877472
13,23,0.6234179735183716,0.528558075428009,-0.03200174495577812
13,24,0.5354892015457153,0.5329307913780212,0.032302096486091614
13,25,0.6148350238800049,0.686262845993042,-0.09291794151067734
13,26,0.5468956828117371,0.702488899230957,-0.004092173185199499
13,27,0.6192660927772522,0.834723711013794,0.20140661299228668
13,28,0.5731013417243958,0.8378350734710693,0.2642227113246918
14,23,0.6223539710044861,0.5289408564567566,-0.031086836010217667
14,24,0.5340259671211243,0.5346218347549438,0.03137561306357384
14,25,0.6148738265037537,0.6829466223716736,-0.2258705496788025
14,26,0.5467908382415771,0.7034444808959961,0.011937407776713371
14,27,0.6218092441558838,0.8292270302772522,-0.10022610425949097
14,28,0.5726829767227173,0.8397719264030457,0.20089687407016754
15,23,0.6222816705703735,0.5300500392913818,-0.030522482469677925
15,24,0.5335789918899536,0.5369707345962524,0.03079768270254135
15,25,0.6149340867996216,0.680995762348175,-0.39829352498054504
15,26,0.5466048121452332,0.7060408592224121,0.05541912838816643
15,27,0.6236187219619751,0.8254486918449402,-0.4027584195137024
15,28,0.5718152523040771,0.8407287001609802,0.21778351068496704
16,23,0.6222692728042603,0.5306862592697144,-0.030062368139624596
16,24,0.5333024859428406,0.5380540490150452,0.030338041484355927
16,25,0.6149814128875732,0.6805622577667236,-0.3821221590042114
16,26,0.546518862247467,0.7071171998977661,0.0574343167245388
16,27,0.6242125034332275,0.8242771625518799,-0.3717074394226074
16,28,0.5712037086486816,0.8409543037414551,0.2208809107542038
17,23,0.6221070885658264,0.53306645154953,-0.030131522566080093
17,24,0.5325034260749817,0.5406249761581421,0.030445920303463936
17,25,0.6150041818618774,0.6805108189582825,-0.4285597801208496
17,26,0.5464031100273132,0.7088579535484314,0.07613972574472427
17,27,0.6247862577438354,0.8231997489929199,-0.40689656138420105
17,28,0.5704219341278076,0.8411912322044373,0.2597053647041321
18,23,0.6219785213470459,0.5372728705406189,-0.03004535846412182
18,24,0.5316815376281738,0.5445116758346558,0.030363723635673523
18,25,0.6150249242782593,0.6808019280433655,-0.36649927496910095
18,26,0.5460094213485718,0.7117127180099487,0.052846819162368774
18,27,0.6254453063011169,0.8239912986755371,-0.24181953072547913
18,28,0.5703272819519043,0.841971755027771,0.2651022672653198
19,23,0.6218841075897217,0.5416526198387146,-0.030015332624316216
19,24,0.5313706994056702,0.5482809543609619,0.030329842120409012
19,25,0.6150527596473694,0.6827393770217896,-0.40494027733802795
19,26,0.5456003546714783,0.7140102386474609,0.057824257761240005
19,27,0.6252660155296326,0.8275905847549438,-0.32166168093681335
19,28,0.5706233382225037,0.8439090847969055,0.2738332450389862
20,23,0.6215037107467651,0.5480071902275085,-0.029893504455685616
20,24,0.5304610729217529,0.553054928779602,0.030209962278604507
20,25,0.6150699257850647,0.6892186403274536,-0.3479071855545044
20,26,0.5445448756217957,0.71629399061203,0.049721404910087585
20,27,0.6253413558006287,0.8353058099746704,-0.21266253292560577
20,28,0.5707212090492249,0.8441671133041382,0.2877747714519501
21,23,0.6213957667350769,0.5527659058570862,-0.03191624954342842
21,24,0.5301631689071655,0.5573729276657104,0.03216860815882683
21,25,0.6150574088096619,0.6983280181884766,-0.3304807245731354
21,26,0.5421251058578491,0.7220863699913025,0.07864827662706375
21,27,0.62453293800354,0.852859377861023,-0.1898546665906906
