frame,node_id,x,y,z
1,23,0.4886227548122406,0.552798867225647,-0.005615349858999252
1,24,0.4336560368537903,0.554928719997406,0.005791157018393278
1,25,0.5085580348968506,0.7470464706420898,0.004415655508637428
1,26,0.41894587874412537,0.7472851276397705,-0.008921345695853233
1,27,0.5249027609825134,0.9219952821731567,0.14087001979351044
1,28,0.40280681848526,0.9233171939849854,0.12148264795541763
2,23,0.4886210560798645,0.5522652268409729,-0.004757676273584366
2,24,0.4335325360298157,0.5545545220375061,0.004930454771965742
2,25,0.5082902312278748,0.7466651797294617,0.0036930046044290066
2,26,0.41943660378456116,0.746315062046051,-0.006770234555006027
2,27,0.5246386528015137,0.9217993021011353,0.14025649428367615
2,28,0.4028955399990082,0.9229332208633423,0.1231345534324646
3,23,0.4886079430580139,0.5526150465011597,-0.004598225001245737
3,24,0.43342676758766174,0.5552418231964111,0.004771812818944454
3,25,0.5079824924468994,0.7465083599090576,0.004796865861862898
3,26,0.41965728998184204,0.7464157938957214,-0.0019503465155139565
3,27,0.5246137380599976,0.9215701818466187,0.13976797461509705
3,28,0.4029390811920166,0.9229734539985657,0.1240215077996254
4,23,0.4886058270931244,0.5531143546104431,-0.004421018995344639
4,24,0.4333225190639496,0.556079626083374,0.004594776779413223
4,25,0.5079324245452881,0.7466209530830383,0.006877686828374863
4,26,0.4197688698768616,0.7465340495109558,0.0003016534319613129
4,27,0.5246021747589111,0.9214005470275879,0.14264139533042908
4,28,0.4029615819454193,0.9229750037193298,0.1259571760892868
5,23,0.488605797290802,0.5533658266067505,-0.00431152293458581
5,24,0.4332405924797058,0.5565453171730042,0.004485158249735832
5,25,0.5078263282775879,0.7466542720794678,0.006775590591132641
5,26,0.41979146003723145,0.7465882301330566,-2.2552096197614446e-05
5,27,0.5245700478553772,0.9209331274032593,0.14179685711860657
5,28,0.4029633104801178,0.9229511618614197,0.12431235611438751
6,23,0.4886048436164856,0.5534697771072388,-0.004135356284677982
6,24,0.4331788420677185,0.556692361831665,0.004307792987674475
6,25,0.5077368021011353,0.7466279864311218,0.005334627348929644
6,26,0.4199488162994385,0.7466277480125427,-0.001561146811582148
6,27,0.5245531797409058,0.9206274151802063,0.1396646797657013
6,28,0.4029417037963867,0.922936737537384,0.1224413514137268
7,23,0.4886051118373871,0.5535853505134583,-0.00405011186376214
7,24,0.43312129378318787,0.5568181872367859,0.0042211986146867275
7,25,0.5077048540115356,0.7466643452644348,0.005123167298734188
7,26,0.42002129554748535,0.74669349193573,-0.0014361037174239755
7,27,0.5245519280433655,0.9204823970794678,0.139444038271904
7,28,0.4029168486595154,0.9229445457458496,0.12261612713336945
8,23,0.4886053502559662,0.5538085103034973,-0.003913372755050659
8,24,0.4330998957157135,0.5570300221443176,0.004082554951310158
8,25,0.5077984929084778,0.7467008829116821,0.004530300851911306
8,26,0.42007166147232056,0.7467765212059021,-0.0019899625331163406
8,27,0.5245512127876282,0.9203733801841736,0.13899309933185577
8,28,0.40287670493125916,0.9229457378387451,0.12226162850856781
9,23,0.48860248923301697,0.5537861585617065,-0.0037323329597711563
9,24,0.4330996572971344,0.5569342970848083,0.0039013014174997807
9,25,0.5078541040420532,0.746733546257019,0.00497649097815156
9,26,0.42014455795288086,0.7468506693840027,-0.002017017686739564
9,27,0.5245496034622192,0.9203354716300964,0.139040008187294
9,28,0.40284380316734314,0.9229340553283691,0.12186919152736664
10,23,0.48860231041908264,0.5534436702728271,-0.003608970670029521
10,24,0.4331008493900299,0.5564570426940918,0.003777390345931053
10,25,0.5078715682029724,0.7467643022537231,0.0045649204403162
10,26,0.4201725125312805,0.7468804121017456,-0.0026199729181826115
10,27,0.5245487689971924,0.9203141331672668,0.13825729489326477
10,28,0.40282803773880005,0.9229264855384827,0.12132273614406586
11,23,0.4886026978492737,0.553324818611145,-0.003494941396638751
11,24,0.4331057667732239,0.5562328100204468,0.0036631240509450436
11,25,0.5078927278518677,0.7467844486236572,0.004054283257573843
11,26,0.4201880991458893,0.746832549571991,-0.0033060102723538876
11,27,0.5245562195777893,0.9203123450279236,0.1375223696231842
11,28,0.4028102457523346,0.9228956699371338,0.12076197564601898
12,23,0.4886157512664795,0.5532501935958862,-0.003436105325818062
12,24,0.43311530351638794,0.5559666156768799,0.0036048083566129208
12,25,0.5079212188720703,0.7467898726463318,0.0033872933126986027
12,26,0.42026934027671814,0.746730625629425,-0.004018357954919338
12,27,0.5245586037635803,0.9203103184700012,0.1367683857679367
12,28,0.4027934968471527,0.9228953719139099,0.12013493478298187
13,23,0.4886402189731598,0.55321204662323,-0.003379079280421138
13,24,0.43313321471214294,0.5558143258094788,0.003547585103660822
13,25,0.5079452395439148,0.7467894554138184,0.003845625789836049
13,26,0.4203391671180725,0.7466475367546082,-0.003641583491116762
13,27,0.5245627760887146,0.9202877283096313,0.13774874806404114
13,28,0.4027727544307709,0.9228935241699219,0.1205427497625351
14,23,0.4886898994445801,0.5531863570213318,-0.0033578865695744753
14,24,0.433159738779068,0.5556040406227112,0.003526135813444853
14,25,0.5079675912857056,0.7467978596687317,0.0044609918259084225
14,26,0.4203782081604004,0.7465878129005432,-0.0031998518388718367
14,27,0.5245718955993652,0.9202499985694885,0.1387239396572113
14,28,0.4027562141418457,0.922882616519928,0.12090692669153214
15,23,0.48876896500587463,0.5531576871871948,-0.003337013302370906
15,24,0.4332328736782074,0.5554476976394653,0.003504934487864375
15,25,0.5079857707023621,0.7467625737190247,0.004347106441855431
