frame,node_id,x,y,z
1,23,0.523104727268219,0.502165675163269,0.10536684840917587
1,24,0.5308306217193604,0.5059340000152588,-0.1053522452712059
1,25,0.5387698411941528,0.6777279376983643,0.1226823553442955
1,26,0.5429056882858276,0.6877725720405579,-0.09612856805324554
1,27,0.5315502882003784,0.846634566783905,0.1697862446308136
1,28,0.532788097858429,0.8732167482376099,-0.08260384947061539
2,23,0.5223598480224609,0.5025472044944763,0.10635946691036224
2,24,0.5290694832801819,0.5062916874885559,-0.10630138963460922
2,25,0.5408989191055298,0.676308274269104,0.12215467542409897
2,26,0.5450943112373352,0.6862276792526245,-0.09630133211612701
2,27,0.5316966772079468,0.8445290327072144,0.17270484566688538
2,28,0.5330594182014465,0.8724997639656067,-0.08369739353656769
3,23,0.5207751989364624,0.5039426684379578,0.10757069289684296
3,24,0.523956298828125,0.5064754486083984,-0.10750448703765869
3,25,0.5462461709976196,0.6763613224029541,0.11430887132883072
3,26,0.5496833324432373,0.686457097530365,-0.09654811769723892
3,27,0.531976044178009,0.8445778489112854,0.15854120254516602
3,28,0.5332064032554626,0.8719910383224487,-0.07980505377054214
4,23,0.5142989754676819,0.516282320022583,0.10921023786067963
4,24,0.5163741111755371,0.5194136500358582,-0.10914306342601776
4,25,0.5512993931770325,0.6794487237930298,0.11575589329004288
4,26,0.5563119649887085,0.6879648566246033,-0.10055817663669586
4,27,0.5324651002883911,0.8481509685516357,0.1595764458179474
4,28,0.5337773561477661,0.8728790879249573,-0.07865060865879059
5,23,0.5084580779075623,0.5341911911964417,0.11064614355564117
5,24,0.5118773579597473,0.5391742587089539,-0.11056952178478241
5,25,0.5563584566116333,0.6864126324653625,0.11784764379262924
5,26,0.5617796778678894,0.6940540671348572,-0.10363195091485977
5,27,0.5324709415435791,0.850854754447937,0.16377554833889008
5,28,0.5338197350502014,0.8738484978675842,-0.07129953801631927
6,23,0.5056129693984985,0.5516290068626404,0.1102171540260315
6,24,0.5071625709533691,0.5587701201438904,-0.11015714704990387
6,25,0.5582612752914429,0.6924933791160583,0.12567365169525146
6,26,0.5649154782295227,0.7001566290855408,-0.10184570401906967
6,27,0.5325093865394592,0.8516570329666138,0.18288946151733398
6,28,0.5341346263885498,0.8739427924156189,-0.05237526819109917
7,23,0.5033241510391235,0.5545282363891602,0.1110134944319725
7,24,0.5031565427780151,0.5601624846458435,-0.1109558716416359
7,25,0.561306893825531,0.6930476427078247,0.12639650702476501
